0	UNK	go_fork_spiders squatters sad #matakaw tawakkal 14/93 moez #directionersarebeautiful 52lbs yauds
1	UNK	grizzlie sad solita hey.it foer 378.71 helgas hapey #pantherproud _75
2	UNK	#neaf swiftylicious #bestnewsoftheday macorroni ahhahhahahaha 01/20 sad #kendrickjohnson judqe #damnboy
3	UNK	5gain intensee christinerisman sad lipstickk up4the 193k palmiste #hesadorbs asam
4	UNK	confuzzle sad financee anjie #bestcity crewww porshia #bagitforward #mayniacstakeover 360.52
5	UNK	sad #itsmyfuckingbirthday #craymofosfollowspree headworn payhone #hurtbeadlesbabe stue inching #dielnyourarms #thisissocute
6	UNK	detzler hilbert ppretty dannyrighteus sad girrrlfran carefully obestiy 15september #specialeducation
7	UNK	strai 87-80 jennas #blogconclt #italywants5sos gabet leadingg sad justmarini sumah
8	UNK	grumble #cnbluecomeon lolgoodmorning joshiraku 93.54 radja sad #bestrpmemories #holidayfund #tookewl
9	UNK	dipantai sad #replacesonglyricswithdendeng whereat opencv uties sumbdi #homemademeal #youwin 61.19
10	UNK	#thingsiwonteverforget havnt #tastebuds #helpchangetheworld 4153 #deanthespud gayby deciophobia sad #happy10yearsmcfly
11	UNK	today.which iballs geneva sad #yourpussyaintgood co-located blijft kibee holla'in audio-visual
12	UNK	sad #ice #letgoletgod #youandmetour rafiki mc'donald #shaniatwain topboysdream prise infinty
13	UNK	sergei #5yearstranny pichaya #gmamp0s #fatinandthecollective sad #kyusaid #dontbeafool carteens #nailpainting
14	UNK	eggi wo-men latih #makemetea alks #tonyperry #losingtrackoftime sad #brokewithexpensivetaste re-drew
15	UNK	#simplehain 22t #hatehowthingschange weather-resistant sad napagalitan 3cts weather-wise 365.61 shudo
16	UNK	#jackthecat menken kneehab #freetarotreading sad lipp #newtradition co-prez it.omg butya
17	UNK	sad fake-tanning heyeh acension fvvk #polishbeliebersmissyoujustin meman duked wardha celey
18	UNK	nailigtas staniford ciutkan #iloveeverything albom's koltyn hariez chuchi_m sad jeze
19	UNK	#headbutt sad #wetass #gottagetoverit muner lgbti chinss medy matete sysadmins
20	UNK	hahahaaaha #timetosweat 208.25 #nod digimon sad eboot #americagottalent bshakeer follopw
21	UNK	sad vitha #differentbreed #immafly lion-hearted pacopy thennow brence #thattookawhile #oldwomenproblems
22	UNK	trols missold you.back birdsville sad kefik #eyelashes balllers getchyo waterful
23	UNK	31a adoiii kenpa #darahae sad tazreen #goingtogetmortal #gerardwayto1million #freedomaintfree linnys
24	UNK	#ambisyosa afriani tokios sad lesther 297.90 day.dont brary novembre itchay
25	UNK	sad #southafrican #promisetweet shantiel #happybirthdaykevinfromgrimsby targama ul-fitr durarara #fucktuesdays rizzyramz
26	UNK	intsa acquit sad #ihateinjuries #royalmarines ygfamily darkseid #smallbizsaturday soonn #theweddingsinger
27	UNK	6may nyaaa cuddlin allenburgg kazahkstan shottazee perk twiting sad inshop
28	UNK	sibiryak #shegotme nerry #onto sad kirsy fakkke takeover #levelsroadtrip nakahiga
29	UNK	sad #twoncapital #kittylovers lead wouod aleppo's manuela 3327 #elimination #ralife
30	UNK	fm's gazzi curht #keeponsmilingariana #teambananadoft #bestofsony sad #emu picken maderbibs
31	UNK	taisaidfollow 2740 pimp'n ericka's sad justjazzle #perfectwedding flagged pochta #rappersbetterthansouljaboy
32	UNK	mitaaa waduh scarola superchamp bahl sad maccy's limitsss reply.love darek
33	UNK	enimem #iwakeupwithjanoskains #soneedit tar telmi #nerdgirlprobz hyperventilating tumblaahh sad fage
34	UNK	#imadie niu c.ronaldo yorksire #loveyouloser #scrambling sad xpill enkoyed rawkk
35	UNK	floridans sad #carsland #thatsgonnasuck 01752 sabala #goodbyechuck pippip #sobriety #goodtasteinmusic
36	UNK	knuuu jlc-bea #boylebrothersinpopstar #notriplecrown sad #everyonedeservestosparkle sigarette xdivision #tweetlikedanielle succ'n
37	UNK	gokongwei tako #agreement pumpky sad #plzkillme sana volvos pouahh viteks
38	UNK	#abigone wayyu jarriel sad butterflew alaudin twerk-out commodore tenqs vernons
39	UNK	#thingsmoneycantbuy grans whitlee sad romantically #internetsecurity trede rapable #darkjedibrotherhood #teammavs
40	UNK	zeebo #halloweenmemories loveeeyoou sad haha.nu thresome foki #cecilsworldclassic 108.84 #pfaplayeroftheyear
41	UNK	scheule #fatpersontweet koerner btfl sad maineee sebas eggsit arvic inter-university
42	UNK	#wildcatfam #nemesis shimko #bgtwildcard 0likes makasehh muahhz sad calpurnia #ayyee
43	UNK	#teamjunji restrainin makail mekeina conciously meggaa #31oct sad cady's #cantstopthis
44	UNK	9797 isssit jasno bdubb sisams 298.43 sad haydennn froun maicey
45	UNK	traditions sad #loljks romosexual 19379107 loool #celticandnorwichfamily whaddduupp affengers tumblrplug
46	UNK	wizars wasif #remission #niktia wassa-b footworking sad pashoutout bestwick #followmerhiannon
47	UNK	papajack dimarco's pheyntolukush lolbro #whyamievenawake #urcrazy followbcak sad #kellygivenx teriyaki
48	UNK	sad treysangels #bedfordshire trouve #lovegirlsnights good'afternoon agasa chick-n-minis #hema teniah
49	UNK	debentures sad kukup tayrn syuhadah questioner ayeeooo aganist #signals squito
50	UNK	sad ishqyaun vulnerable #typicalme #wttlaceup embarrassinggg mr.pig #happyhouse 0rns headon
51	UNK	snow's ranjini #fatslob two-fold 4years sad hoops ooomygod loyd mandelieu
52	UNK	changexx a3lmch srangers zacari catlos anglomania wiiihh sad pananghid tembangmu
53	UNK	sad #i'llneverforget #friendwithdrawals iyiyi grezzy g10_benga #wet #wena #foodshopping #teringinberayabersama
54	UNK	ultra-awesome sad xkira #dreamswillcometrue red-zone paisanos #diarydave #errday snowballl spenjoe
55	UNK	fvckery mpume clcf zumwalt dubach sad ngeres #djstar aquasonic #phuckcancer
56	UNK	17_ belot chinnky yasmiyn oklahoma's himayat bounjour valerious sad persosn
57	UNK	foult #classcancelled repeats sad #luckybunny werning bagimu eesha jumpisa #ophx
58	UNK	talula belantara #pick1d milicent sanlo pencuri sad lohan's eargasm #runforacause
59	UNK	nasuspended 68.05 sad najiy itinerary skitt 291.24 aslso chund 71.51
60	UNK	#chain jambi's dragoon keteeer #woowoo #roadto10k #the3musketeers sad #on2day vyb
61	UNK	ragged 82/100 nstuff #zaynmaliksavedmylife tare's #yumness sad #getcrackin #theforger guezzz
62	UNK	reccenter celess #applejuice mazbout comforters #internetradio sad muwahah prickles reachedd
63	UNK	9week #teambass oakes sad jcap's brikky aristocrat induak #fnq 87.11
64	UNK	midrivers #hollycrap sad seminole #behappydontworry inapproriate urggghhh y7ss solji attending
65	UNK	internatiol go-backs #addamsfamily d1a melinda #bedbath mohalle #kitonkpm sad nazeerah
66	UNK	#cowboyjustin outles sad imaablessed lamn #okbawa ineng's deephers luweez #astagfirullah
67	UNK	#kpopfanwishlist h2out fuccn #idwearit sad malaysian's lomani perrez #godad 3pc
68	UNK	fcuk'n krua sad pinklao himmeup 107yds woar serendipitea #windycitytweetup #girlonamission
69	UNK	sad #incheck precision-molded unif spooktecular townian cooked aannounce #sunpleasecomeback better.thanks
70	UNK	#nolongerbored scoopie #sorrythatimnotsorry baekhyunfans #keepfollowing #corrie's muhhfucker donnit sad ninadobrev
71	UNK	obstacles.they sad #misswinter dogdeball #bitchesbehatin daina's kaakkk deaners eyen jehd
72	UNK	sad niggaso whueva oicic #leighbdaymessage ablegamers cheber #figuredout grisha dmyou
73	UNK	bpmb #olympicceremomy powercircle #bestgift fattiee conkeys resmiled neeza sad aarsheedah
74	UNK	sad cesca's homs #twfan thhoo spnt nohs hourglasses girad fuccckkk
75	UNK	sad memories #tanningprobz stefi's #maine provincialism chezzer 04.06 setp knees
76	UNK	howaaa dittoo #tennesseetech sad pocola _hi maila lyeolnam jiahahaa bulverde
77	UNK	hipsta droop sbusile haribos #surfclub opossum #top sad #pba38thseason period
78	UNK	#feelnafeel hstnn-ob dasjah schull alexgonzagaasaya fish-eye sad dhawan's kalub wakikiii
79	UNK	fisk's virtues #bydesign boones juicestop #hungerhitshome sad #ds_wanavakind euuuwww peefect
80	UNK	399.91 #heres2ustour gaway cienna othat tbuddies sad co-dependency #replacemovietitlewithratchet #greatinvention
81	UNK	welovepriyankachopra scora #thatsalligottasay calleed beetna sad herc-alloy 10-57- romtown #thingsiwishihad
82	UNK	#thereshopeyet transitive 98.53 sad megatron zoup a'ite 19,700 head-turner nettis
83	UNK	jessi #coreldraw mix-it sad shmi diminished esquisses jano's build-off hahaahhahaah
84	UNK	#sukabumi #muchoamor 7,850 #deece #boyproblems sad taylaa #bitchless malte turboprop
